* /home/sharmir08/desktop/digital_modulation/sky130_sharmi_s_h_ckt/sky130_sharmi_s_h_ckt.cir
Transient Analysis  Sun Oct  9 01:46:18  2022
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-3.36831e-11	3.021653e-11	0.000000e+00	
1	1.000000e-09	-3.36831e-11	3.021675e-11	-2.09861e-16	
2	2.000000e-09	-3.36829e-11	3.021670e-11	-2.10008e-16	
3	4.000000e-09	-3.36831e-11	3.021662e-11	-2.10472e-16	
4	8.000000e-09	-3.36829e-11	3.021660e-11	-2.10121e-16	
5	1.600000e-08	-3.36831e-11	3.021660e-11	-2.09560e-16	
6	3.200000e-08	-3.36831e-11	3.021654e-11	-2.10387e-16	
7	6.400000e-08	-3.36831e-11	3.021659e-11	-2.10210e-16	
8	1.000000e-07	-3.36830e-11	3.021662e-11	-2.10291e-16	
9	1.064000e-07	1.326161e-10	3.769649e-11	2.712494e-13	
10	1.192000e-07	1.343472e-10	3.767766e-11	2.706682e-13	
11	1.448000e-07	1.326371e-10	3.771425e-11	2.720877e-13	
12	1.960000e-07	1.343333e-10	3.771341e-11	2.723178e-13	
13	2.000000e-07	1.327310e-10	3.773824e-11	2.732221e-13	
14	2.080000e-07	-3.30096e-11	3.021021e-11	-8.81506e-17	
15	2.240000e-07	-3.44109e-11	3.023413e-11	7.720851e-16	
16	2.560000e-07	-3.30341e-11	3.021206e-11	-1.13469e-17	
17	3.200000e-07	-3.43982e-11	3.023397e-11	7.653604e-16	
18	4.480000e-07	-3.30405e-11	3.021244e-11	-7.72788e-18	
19	7.040000e-07	-3.43951e-11	3.023400e-11	7.631882e-16	
20	1.216000e-06	-3.30421e-11	3.021241e-11	-7.94655e-18	
21	2.240000e-06	-3.43941e-11	3.023376e-11	7.619517e-16	
22	4.288000e-06	-3.30423e-11	3.021214e-11	-9.46789e-18	
23	8.384000e-06	-3.43935e-11	3.023360e-11	7.578835e-16	
24	1.657600e-05	-3.30415e-11	3.021138e-11	-1.63828e-17	
25	3.296000e-05	-3.43926e-11	3.023250e-11	7.428053e-16	
26	6.572800e-05	-3.30395e-11	3.020955e-11	-4.66580e-17	
27	1.312640e-04	-3.43884e-11	3.022895e-11	6.851011e-16	
28	2.623360e-04	-3.30319e-11	3.020284e-11	-1.50999e-16	
29	5.244800e-04	-3.43717e-11	3.021224e-11	5.085537e-16	
30	1.024480e-03	-3.29797e-11	3.015048e-11	-4.01973e-16	
31	1.524480e-03	-3.42724e-11	3.011442e-11	2.886650e-16	
32	2.000200e-03	-3.28642e-11	3.003639e-11	-5.23068e-16	
33	2.000210e-03	-2.00176e-10	2.253914e-11	-2.72663e-13	
34	2.000230e-03	-2.01269e-10	2.257021e-11	-2.71584e-13	
35	2.000270e-03	-2.00145e-10	2.256152e-11	-2.72000e-13	
36	2.000300e-03	-2.01199e-10	2.259320e-11	-2.70921e-13	
37	2.000308e-03	-3.42074e-11	3.005079e-11	-3.68446e-16	
38	2.000324e-03	-3.28233e-11	3.002949e-11	-1.11984e-15	
39	2.000356e-03	-3.41750e-11	3.005169e-11	-3.24648e-16	
40	2.000420e-03	-3.28387e-11	3.002993e-11	-1.11131e-15	
41	2.000548e-03	-3.41676e-11	3.005164e-11	-3.28760e-16	
42	2.000804e-03	-3.28424e-11	3.002977e-11	-1.10906e-15	
43	2.001316e-03	-3.41661e-11	3.005181e-11	-3.29551e-16	
44	2.002340e-03	-3.28433e-11	3.002984e-11	-1.10733e-15	
45	2.004388e-03	-3.41652e-11	3.005121e-11	-3.27487e-16	
46	2.008484e-03	-3.28431e-11	3.002943e-11	-1.10417e-15	
47	2.016676e-03	-3.41644e-11	3.005077e-11	-3.20180e-16	
48	2.033060e-03	-3.28418e-11	3.002781e-11	-1.08991e-15	
49	2.065828e-03	-3.41610e-11	3.004734e-11	-2.93335e-16	
50	2.131364e-03	-3.28352e-11	3.002128e-11	-1.03674e-15	
51	2.262436e-03	-3.41491e-11	3.003494e-11	-1.94664e-16	
52	2.524580e-03	-3.28198e-11	3.000543e-11	-8.68346e-16	
53	3.024580e-03	-3.41686e-11	3.005320e-11	4.552241e-17	
54	3.524580e-03	-3.29223e-11	3.010492e-11	-6.54273e-16	

Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
55	4.000100e-03	-3.43404e-11	3.022114e-11	1.691223e-16	
56	4.000110e-03	1.329177e-10	3.768614e-11	2.709457e-13	
57	4.000130e-03	1.340597e-10	3.768326e-11	2.709422e-13	
58	4.000170e-03	1.329254e-10	3.771576e-11	2.722852e-13	
59	4.000200e-03	1.340519e-10	3.771578e-11	2.724460e-13	
